hEntrez	humanSymbol	mouse_symbols	log2fc	log2fc_mean	adj_p_value	n_mouse_map	sign_flip	study	strict	sensitivity	unique_mapping
http://www.ncbi.nlm.nih.gov/gene/10438		C1d	0.4024	0.4024	0.0391405	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5716		Psmd10	0.4023	0.4023	0.0534307	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/64927		Ttc23	-0.4023	-0.4023	0.0622494	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/6059		Abce1	0.4023	0.4023	0.00270242	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2354		Fosb	-0.4022	-0.4022	0.0256341	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5423		Polb	0.4021	0.4021	0.0119164	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2271		Fh1	0.4021	0.4021	0.00071213	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/60684		Trappc11	0.402	0.402	0.00140621	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55069		Tmem248	0.4019	0.4019	0.0144777	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55149		Mtpap	0.4017	0.4017	0.00233962	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/80724		Acad10|Acad12	0.4014	0.3959	0.0324968	2	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/92399		Mrrf	0.4011	0.4011	0.00938658	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/144245		Alg10b	0.4009	0.4009	0.0107666	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/84920		Alg10b	0.4009	0.4009	0.0107666	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/64969		Mrps5	0.4006	0.4006	0.0104263	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/54826		Gin1	-0.4006	-0.4006	0.097485	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/9685		Clint1	0.4004	0.4004	0.00168089	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/56894		Agpat3	0.4004	0.4004	0.000159869	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4292		Mlh1	0.4003	0.4003	0.0281755	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/3066		Hdac2	0.4002	0.4002	0.0224383	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/93973		Actr8	0.4	0.4	0.00234225	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2246		Fgf1	0.4	0.4	0.0104371	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/83932		Sprtn	0.4	0.4	0.0124893	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/54952		Trnau1ap	0.3999	0.3999	0.0376254	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9821		Rb1cc1	0.3996	0.3996	0.00868336	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5256		Phka2	0.3996	0.3996	0.013225	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/7297		Tyk2	-0.3996	-0.3996	0.0155589	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/100130283		Pmm2	0.3995	0.3995	0.00880088	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/2217		Fcgrt	0.3995	0.3995	0.00225937	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5373		Pmm2	0.3995	0.3995	0.00880088	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/205564		Senp5	0.3994	0.3994	0.0091188	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55969		Rab5if	0.3994	0.3994	0.0129298	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/83732		Riok1	0.3993	0.3993	0.0121218	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1506		Ctrl	-0.3992	-0.3992	0.00706506	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/64149		5730455P16Rik	0.3991	0.3991	0.0258308	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2180		Acsl1	0.3991	0.3991	0.000197938	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5130		Pcyt1a	0.399	0.399	0.00388858	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/7046		Tgfbr1	0.399	0.399	0.00835758	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10228		Stx6	0.399	0.399	0.000495032	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6712		Sptbn2	0.3989	0.3989	0.00350659	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/63027		Slc22a23	0.3988	0.3988	0.0113317	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4774		Nfia	0.3987	0.3987	0.000438871	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51574		Larp7	0.3985	0.3985	0.0384039	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/81622		Unc93b1	-0.3984	-0.3984	0.00750003	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/285195		Slc9a9	-0.3984	-0.3984	0.0538963	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/4150		Maz	-0.3981	-0.3981	0.00821864	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/25902		Mthfd1l	0.3981	0.3981	0.00673383	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1537		Cyc1	0.398	0.398	0.00451426	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/255043		Tmem86b	0.398	0.398	0.0121216	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51194		Ipo11|Ipo11-lrrc70	0.3979	0.3979	0.021818	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51622		Ccz1	0.3979	0.3979	0.0481422	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/221960		Ccz1	0.3979	0.3979	0.0481422	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/93343		Mvb12a	0.3978	0.3978	0.0052445	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5451		Pou2f1	0.3977	0.3977	0.00903519	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/60488		Mrps35	0.3977	0.3977	0.0047217	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/81563		1700025G04Rik	0.3977	0.3977	0.00567365	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/203054		Adck5	0.3975	0.3975	0.0908186	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/10370		Cited2	-0.3975	-0.3975	0.0218412	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/152503		Sh3d19	-0.3975	-0.3975	0.00456847	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55334		Slc39a9	0.3975	0.3975	0.0118459	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/83878		Ushbp1	-0.3974	-0.3974	0.0131332	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4864		Npc1	0.3971	0.3971	0.00176491	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/100302652		Asb3	0.397	0.397	0.02181	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/56851		Emc7	0.397	0.397	0.0163186	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51130		Asb3	0.397	0.397	0.02181	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/8496		Ppfibp1	0.3969	0.3969	0.00602645	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55829		Selenos	0.3969	0.3969	0.0456608	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8767		Ripk2	0.3967	0.3967	0.00721077	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/100505876		Cebpzos	0.3967	0.3967	0.0685848	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/55794		Ddx28	0.3967	0.3967	0.0408359	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/85379		2900026A02Rik	0.3966	0.3966	0.00318341	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2805		Got1	0.3964	0.3964	0.000653585	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/100507444		Ppp1r2	0.3963	0.3963	0.00398985	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/1731		Septin1|Gm4532	-0.3963	-0.3963	0.0201227	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5504		Ppp1r2	0.3963	0.3963	0.00398985	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/153743		Ppp1r2	0.3963	0.3963	0.00398985	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/55907		Cmas	0.3961	0.3961	0.00968181	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/84081		Nsrp1	0.3961	0.3961	0.00126103	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6182		Mrpl12	0.396	0.396	0.0105158	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10542		Lamtor5	0.3953	0.3953	0.0810245	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/51318		Mrpl35	0.3952	0.3952	0.00313993	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/219293		Atad3a	0.395	0.395	0.0123011	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/83858		Atad3a	0.395	0.395	0.0123011	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/23324		Man2b2	0.395	0.395	0.00226895	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55210		Atad3a	0.395	0.395	0.0123011	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/55207		Arl8b	0.395	0.395	0.00821864	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/57720		Gpr107	0.3948	0.3948	0.00378679	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5292		Pim1	0.3948	0.3948	0.0135147	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/25915		Ndufaf3	0.3948	0.3948	0.0103512	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55182		Rnf220	0.3947	0.3947	0.00432258	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6205		Rps11	-0.3946	-0.3946	0.00486079	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6542		Slc7a2	0.3945	0.3945	0.0294618	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/81847		Rnf146	0.3945	0.3945	0.0228973	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/26206		Spag8	-0.3942	-0.3942	0.0189971	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/29781		Ncaph2	0.3942	0.3942	0.00871547	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/53834		Fgfrl1	0.394	0.394	0.0883066	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/79869		Cpsf7	-0.394	-0.394	0.0895629	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/84660		Ccdc62	0.394	0.394	0.0107131	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/26046		Ltn1	0.3939	0.3939	0.00656888	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/54873		Palmd	0.3939	0.3939	0.00102958	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6487		St3gal3	0.3938	0.3938	0.0217232	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9124		Pdlim1	0.3937	0.3937	0.0475942	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/100132911		Dph3	0.3936	0.3936	0.00903519	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/285381		Dph3	0.3936	0.3936	0.00903519	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/57038		Rars2	0.3935	0.3935	0.00364541	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51780		Kdm3b	0.3935	0.3935	0.00106673	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/10069		Rwdd2b	0.3934	0.3934	0.0213272	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/33		Acadl	0.3934	0.3934	0.00137373	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/340481		Zdhhc21	0.3934	0.3934	0.0868041	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/9702		Cep57	0.3933	0.3933	0.0013764	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/27043		Pelp1	0.3932	0.3932	0.0048173	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8602		Nop14	0.3931	0.3931	0.00734923	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/63971		Kif13a	0.3931	0.3931	0.0247173	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9879		Ddx46	0.393	0.393	0.00931929	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51255		Rnf181	-0.3929	-0.3929	0.000807975	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23552		Cdk20	-0.3928	-0.3928	0.0042753	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/677820		Gm23442	-0.3926	-0.3926	0.0114771	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/64777		Rmnd5b	0.3926	0.3926	0.0285246	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/80765		Stard5	0.3925	0.3925	0.00440892	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51226		Copz2	0.3923	0.3923	0.0437366	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55616		Asap3	-0.3922	-0.3922	0.0455341	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/729458		Mbd3l2	-0.3921	-0.3921	0.0396561	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/9128		Prpf4	0.3921	0.3921	0.00465681	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/14		Aamp	0.3921	0.3921	0.00439286	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51621		Klf13	-0.3921	-0.3921	0.0646867	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/284428		Mbd3l2	-0.3921	-0.3921	0.0396561	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/653656		Mbd3l2	-0.3921	-0.3921	0.0396561	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/653657		Mbd3l2	-0.3921	-0.3921	0.0396561	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/125997		Mbd3l2	-0.3921	-0.3921	0.0396561	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/10351		Abca8b	-0.392	-0.392	0.0192465	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/92675		Dtd1	0.3919	0.3919	0.000825312	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8939		Fubp3	0.3918	0.3918	0.00121166	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8665		Eif3f	0.3917	0.3917	0.0210923	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23218		Nbeal2	-0.3917	-0.3917	0.0421131	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9175		Map3k13	0.3917	0.3917	0.043382	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9064		Map3k6	0.3916	0.3916	0.0057976	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/728689		Eif3c	0.3916	0.3916	0.00429011	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/8663		Eif3c	0.3916	0.3916	0.00429011	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/328		Apex1	0.3915	0.3915	0.0151652	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/25841		Abtb2	-0.3915	-0.3915	0.020884	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/26259		Fbxw8	0.3914	0.3914	0.0176244	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/3163		Hmox2	0.3913	0.3913	0.00222442	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6865		Tacr2	-0.391	-0.391	0.0128276	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55735		Dnajc11	0.3908	0.3908	0.00360563	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/440		Asns	0.3907	0.3907	0.0354099	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/22809		Atf5	0.3907	0.3907	0.0466124	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/80305		Trabd	0.3905	0.3905	0.00897222	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51582		Azin1	0.3903	0.3903	0.0201772	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/8773		Snap23	-0.3902	-0.3902	0.00183003	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6629		Snrpb2	0.3901	0.3901	0.0575654	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/9716		Aqr	0.3901	0.3901	0.00498588	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4097		Mafg	-0.39	-0.39	0.0370491	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/11159		Rabl2	-0.3897	-0.3897	0.00408559	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/11158		Rabl2	-0.3897	-0.3897	0.00408559	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/23764		Maff	-0.3896	-0.3896	0.0944492	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/7862		Brpf1	0.3896	0.3896	0.013459	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/29841		Grhl1	0.3894	0.3894	0.00283954	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23729		Shpk	0.3894	0.3894	0.0206361	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/25840		Mettl7a1	-0.3893	-0.3893	0.00456847	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/57636		Arhgap23	0.3893	0.3893	0.0103372	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/81857		Med25	0.3892	0.3892	0.00460103	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23516		Slc39a14	0.3892	0.3892	0.00291242	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/151		Adra2b	-0.3891	-0.3891	0.0196463	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/126792		B3galt6	0.389	0.389	0.0184779	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4580		Mtx1	0.389	0.389	0.00508626	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51258		Mrpl51	0.3886	0.3886	0.00759607	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23554		Tspan12	0.3886	0.3886	0.00134552	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/284541		Cyp4a10|Cyp4a14	0.3885	0.3801	0.0745353	2	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/1579		Cyp4a10|Cyp4a14	0.3885	0.3801	0.0745353	2	False	OSD-25	False	False	False
http://www.ncbi.nlm.nih.gov/gene/7084		Tk2	0.3885	0.3885	0.0158871	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4967		Ogdh	0.3883	0.3883	0.000881125	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/51009		Derl2	-0.3882	-0.3882	0.0273084	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/83999		Kremen1	0.3881	0.3881	0.00511792	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/127665		Zfp648	-0.3877	-0.3877	0.0154015	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/222255		Atxn7l1	-0.3876	-0.3876	0.0154875	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/7414		Vcl	0.3876	0.3876	0.00243794	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/54938		Sars2	0.3873	0.3873	0.0262661	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23122		Clasp2	0.3872	0.3872	0.00105735	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/64921		Casd1	0.3871	0.3871	0.00448413	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/1477		Cstf1	0.387	0.387	0.0025218	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/5199		Cfp	-0.387	-0.387	0.0922236	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/1515		Ctsl	0.3867	0.3867	0.00187385	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/1514		Ctsl	0.3867	0.3867	0.00187385	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/1053		Cebpe	-0.3867	-0.3867	0.00634597	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/64983		Mrpl32	0.3864	0.3864	0.0440086	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/6581		Slc22a3	0.386	0.386	0.0801959	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/29945		Anapc4	0.3859	0.3859	0.0267112	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23660		Zkscan5	0.3858	0.3858	0.00371961	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/134147		Cmbl	0.3854	0.3854	0.00132735	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/53349		Zfyve1	-0.3854	-0.3854	0.00596032	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55322		6030458C11Rik	0.3854	0.3854	0.0249097	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/127933		Uhmk1	0.3852	0.3852	0.00997965	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/84619		Zgpat	-0.3852	-0.3852	0.0879594	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/91893		Fdxacb1	0.385	0.385	0.0038267	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/2717		Gla	0.385	0.385	0.0251115	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/282617		Ifnl2	-0.3849	-0.3849	0.0298629	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/26020		Lrp10	0.3849	0.3849	0.0137712	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/493911		Phospho2	0.3849	0.3849	0.0234653	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/282616		Ifnl2	-0.3849	-0.3849	0.0298629	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/282618		Ifnl2	-0.3849	-0.3849	0.0298629	1	False	OSD-25	False	True	False
http://www.ncbi.nlm.nih.gov/gene/22909		Fan1	0.3848	0.3848	0.0277278	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/4839		Nop2	0.3846	0.3846	0.0251764	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55129		Ano10	0.3844	0.3844	0.0767526	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/116987		Agap1	-0.3843	-0.3843	0.0228973	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/27102		Eif2ak1	0.3843	0.3843	0.00883497	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55179		Faim	0.3841	0.3841	0.0104371	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/27069		Ghitm	0.384	0.384	0.00395091	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/84937		Znrf1	-0.3838	-0.3838	0.0378852	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/55379		Lrrc59	0.3838	0.3838	0.00153691	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/56674		Tmem9b	0.3837	0.3837	0.00345336	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/201931		Tmem192	0.3837	0.3837	0.0259005	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/3937		Lcp2	-0.3837	-0.3837	0.0973119	1	False	OSD-25	False	False	True
http://www.ncbi.nlm.nih.gov/gene/10492		Syncrip	0.3836	0.3836	0.00614365	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/22982		Dip2c	0.3836	0.3836	0.0100909	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/286075		Zfp707	-0.3836	-0.3836	0.0160916	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/9674		4930523C07Rik	0.3833	0.3833	0.00919384	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/202243		Ccdc125	0.3833	0.3833	0.00147034	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/23708		Gspt2	0.3832	0.3832	0.00555076	1	False	OSD-25	False	True	True
http://www.ncbi.nlm.nih.gov/gene/203069		R3hcc1	0.383	0.383	0.00630116	1	False	OSD-25	False	True	True
