human	g2	protein	term	label	family
http://www.ncbi.nlm.nih.gov/gene/4543	https://www.ensembl.org/id/ENSG00000168412	http://purl.uniprot.org/uniprot/P48039	http://purl.obolibrary.org/obo/GO_0007623	circadian rhythm	GO BP
http://www.ncbi.nlm.nih.gov/gene/4547	https://www.ensembl.org/id/ENSG00000138823	http://purl.uniprot.org/uniprot/P55157	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/4547	https://www.ensembl.org/id/ENSG00000138823	http://purl.uniprot.org/uniprot/P55157	http://purl.obolibrary.org/obo/GO_0006869	lipid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/4547	https://www.ensembl.org/id/ENSG00000138823	http://purl.uniprot.org/uniprot/P55157	http://purl.obolibrary.org/obo/GO_0007623	circadian rhythm	GO BP
http://www.ncbi.nlm.nih.gov/gene/4547	https://www.ensembl.org/id/ENSG00000138823	http://purl.uniprot.org/uniprot/P55157	http://purl.obolibrary.org/obo/GO_0015914	phospholipid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/4547	https://www.ensembl.org/id/ENSG00000138823	http://purl.uniprot.org/uniprot/P55157	http://purl.obolibrary.org/obo/GO_0034197	triglyceride transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/4547	https://www.ensembl.org/id/ENSG00000138823	http://purl.uniprot.org/uniprot/P55157	http://purl.obolibrary.org/obo/GO_0034377	plasma lipoprotein particle assembly	GO BP
http://www.ncbi.nlm.nih.gov/gene/4547	https://www.ensembl.org/id/ENSG00000138823	http://purl.uniprot.org/uniprot/P55157	http://purl.obolibrary.org/obo/GO_0034379	very-low-density lipoprotein particle assembly	GO BP
http://www.ncbi.nlm.nih.gov/gene/4547	https://www.ensembl.org/id/ENSG00000138823	http://purl.uniprot.org/uniprot/P55157	http://purl.obolibrary.org/obo/GO_0042157	lipoprotein metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/4547	https://www.ensembl.org/id/ENSG00000138823	http://purl.uniprot.org/uniprot/P55157	http://purl.obolibrary.org/obo/GO_0042632	cholesterol homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/4547	https://www.ensembl.org/id/ENSG00000138823	http://purl.uniprot.org/uniprot/P55157	http://purl.obolibrary.org/obo/GO_0120009	intermembrane lipid transfer	GO BP
http://www.ncbi.nlm.nih.gov/gene/4668	https://www.ensembl.org/id/ENSG00000198951	http://purl.uniprot.org/uniprot/P17050	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/4668	https://www.ensembl.org/id/ENSG00000198951	http://purl.uniprot.org/uniprot/P17050	http://purl.obolibrary.org/obo/GO_0019377	glycolipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/4704	https://www.ensembl.org/id/ENSG00000139180	http://purl.uniprot.org/uniprot/Q16795	http://purl.obolibrary.org/obo/GO_0007623	circadian rhythm	GO BP
http://www.ncbi.nlm.nih.gov/gene/4779	https://www.ensembl.org/id/ENSG00000082641	http://purl.uniprot.org/uniprot/Q14494	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/4779	https://www.ensembl.org/id/ENSG00000082641	http://purl.uniprot.org/uniprot/Q14494	http://purl.obolibrary.org/obo/GO_0008203	cholesterol metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/4779	https://www.ensembl.org/id/ENSG00000082641	http://purl.uniprot.org/uniprot/Q14494	http://purl.obolibrary.org/obo/GO_0042632	cholesterol homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/4779	https://www.ensembl.org/id/ENSG00000082641	http://purl.uniprot.org/uniprot/Q14494	http://purl.obolibrary.org/obo/GO_0055088	lipid homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/4779	https://www.ensembl.org/id/ENSG00000082641	http://purl.uniprot.org/uniprot/Q14494	http://purl.obolibrary.org/obo/GO_0071397	cellular response to cholesterol	GO BP
http://www.ncbi.nlm.nih.gov/gene/4803	https://www.ensembl.org/id/ENSG00000134259	http://purl.uniprot.org/uniprot/P01138	http://purl.obolibrary.org/obo/GO_0007623	circadian rhythm	GO BP
http://www.ncbi.nlm.nih.gov/gene/4864	https://www.ensembl.org/id/ENSG00000141458	http://purl.uniprot.org/uniprot/O15118	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/4864	https://www.ensembl.org/id/ENSG00000141458	http://purl.uniprot.org/uniprot/O15118	http://purl.obolibrary.org/obo/GO_0006869	lipid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/4864	https://www.ensembl.org/id/ENSG00000141458	http://purl.uniprot.org/uniprot/O15118	http://purl.obolibrary.org/obo/GO_0008203	cholesterol metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/4864	https://www.ensembl.org/id/ENSG00000141458	http://purl.uniprot.org/uniprot/O15118	http://purl.obolibrary.org/obo/GO_0030301	cholesterol transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/4864	https://www.ensembl.org/id/ENSG00000141458	http://purl.uniprot.org/uniprot/O15118	http://purl.obolibrary.org/obo/GO_0032365	intracellular lipid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/4864	https://www.ensembl.org/id/ENSG00000141458	http://purl.uniprot.org/uniprot/O15118	http://purl.obolibrary.org/obo/GO_0032367	intracellular cholesterol transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/4864	https://www.ensembl.org/id/ENSG00000141458	http://purl.uniprot.org/uniprot/O15118	http://purl.obolibrary.org/obo/GO_0033344	cholesterol efflux	GO BP
http://www.ncbi.nlm.nih.gov/gene/4864	https://www.ensembl.org/id/ENSG00000141458	http://purl.uniprot.org/uniprot/O15118	http://purl.obolibrary.org/obo/GO_0042632	cholesterol homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/4864	https://www.ensembl.org/id/ENSG00000141458	http://purl.uniprot.org/uniprot/O15118	http://purl.obolibrary.org/obo/GO_0090120	lysosome to ER cholesterol transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/498	https://www.ensembl.org/id/ENSG00000152234	http://purl.uniprot.org/uniprot/P25705	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5045	https://www.ensembl.org/id/ENSG00000140564	http://purl.uniprot.org/uniprot/P09958	http://purl.obolibrary.org/obo/GO_0032804	negative regulation of low-density lipoprotein particle receptor catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5045	https://www.ensembl.org/id/ENSG00000140564	http://purl.uniprot.org/uniprot/P09958	http://purl.obolibrary.org/obo/GO_0034369	plasma lipoprotein particle remodeling	GO BP
http://www.ncbi.nlm.nih.gov/gene/5048	https://www.ensembl.org/id/ENSG00000007168	http://purl.uniprot.org/uniprot/P43034	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5048	https://www.ensembl.org/id/ENSG00000007168	http://purl.uniprot.org/uniprot/P43034	http://purl.obolibrary.org/obo/GO_0016042	lipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5049	https://www.ensembl.org/id/ENSG00000168092	http://purl.uniprot.org/uniprot/P68402	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5049	https://www.ensembl.org/id/ENSG00000168092	http://purl.uniprot.org/uniprot/P68402	http://purl.obolibrary.org/obo/GO_0016042	lipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5054	https://www.ensembl.org/id/ENSG00000106366	http://purl.uniprot.org/uniprot/P05121	https://identifiers.org/reactome/R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian expression	Reactome
http://www.ncbi.nlm.nih.gov/gene/5091	https://www.ensembl.org/id/ENSG00000173599	http://purl.uniprot.org/uniprot/P11498	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5095	https://www.ensembl.org/id/ENSG00000175198	http://purl.uniprot.org/uniprot/P05165	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5095	https://www.ensembl.org/id/ENSG00000175198	http://purl.uniprot.org/uniprot/P05165	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5095	https://www.ensembl.org/id/ENSG00000175198	http://purl.uniprot.org/uniprot/P05165	http://purl.obolibrary.org/obo/GO_0016042	lipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5095	https://www.ensembl.org/id/ENSG00000175198	http://purl.uniprot.org/uniprot/P05165	http://purl.obolibrary.org/obo/GO_0019626	short-chain fatty acid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51	https://www.ensembl.org/id/ENSG00000161533	http://purl.uniprot.org/uniprot/Q15067	http://purl.obolibrary.org/obo/GO_0000038	very long-chain fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51	https://www.ensembl.org/id/ENSG00000161533	http://purl.uniprot.org/uniprot/Q15067	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51	https://www.ensembl.org/id/ENSG00000161533	http://purl.uniprot.org/uniprot/Q15067	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51	https://www.ensembl.org/id/ENSG00000161533	http://purl.uniprot.org/uniprot/Q15067	http://purl.obolibrary.org/obo/GO_0006633	fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51	https://www.ensembl.org/id/ENSG00000161533	http://purl.uniprot.org/uniprot/Q15067	http://purl.obolibrary.org/obo/GO_0006635	fatty acid beta-oxidation	GO BP
http://www.ncbi.nlm.nih.gov/gene/51	https://www.ensembl.org/id/ENSG00000161533	http://purl.uniprot.org/uniprot/Q15067	http://purl.obolibrary.org/obo/GO_0009062	fatty acid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51	https://www.ensembl.org/id/ENSG00000161533	http://purl.uniprot.org/uniprot/Q15067	http://purl.obolibrary.org/obo/GO_0019395	fatty acid oxidation	GO BP
http://www.ncbi.nlm.nih.gov/gene/51	https://www.ensembl.org/id/ENSG00000161533	http://purl.uniprot.org/uniprot/Q15067	http://purl.obolibrary.org/obo/GO_0033540	fatty acid beta-oxidation using acyl-CoA oxidase	GO BP
http://www.ncbi.nlm.nih.gov/gene/51	https://www.ensembl.org/id/ENSG00000161533	http://purl.uniprot.org/uniprot/Q15067	http://purl.obolibrary.org/obo/GO_0140493	very long-chain fatty acid beta-oxidation	GO BP
http://www.ncbi.nlm.nih.gov/gene/51	https://www.ensembl.org/id/ENSG00000161533	http://purl.uniprot.org/uniprot/Q15067	https://identifiers.org/reactome/R-HSA-390247	Beta-oxidation of very long chain fatty acids	Reactome
http://www.ncbi.nlm.nih.gov/gene/51196	https://www.ensembl.org/id/ENSG00000138193	http://purl.uniprot.org/uniprot/Q9P212	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51196	https://www.ensembl.org/id/ENSG00000138193	http://purl.uniprot.org/uniprot/Q9P212	http://purl.obolibrary.org/obo/GO_0016042	lipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5130	https://www.ensembl.org/id/ENSG00000161217	http://purl.uniprot.org/uniprot/P49585	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5130	https://www.ensembl.org/id/ENSG00000161217	http://purl.uniprot.org/uniprot/P49585	http://purl.obolibrary.org/obo/GO_0008654	phospholipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51360	https://www.ensembl.org/id/ENSG00000012174	http://purl.uniprot.org/uniprot/O43462	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51360	https://www.ensembl.org/id/ENSG00000012174	http://purl.uniprot.org/uniprot/O43462	http://purl.obolibrary.org/obo/GO_0008203	cholesterol metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51360	https://www.ensembl.org/id/ENSG00000012174	http://purl.uniprot.org/uniprot/O43462	http://purl.obolibrary.org/obo/GO_0045540	regulation of cholesterol biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51360	https://www.ensembl.org/id/ENSG00000012174	http://purl.uniprot.org/uniprot/O43462	http://purl.obolibrary.org/obo/GO_0045542	positive regulation of cholesterol biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51360	https://www.ensembl.org/id/ENSG00000012174	http://purl.uniprot.org/uniprot/O43462	https://identifiers.org/reactome/R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	Reactome
http://www.ncbi.nlm.nih.gov/gene/5140	https://www.ensembl.org/id/ENSG00000152270	http://purl.uniprot.org/uniprot/Q13370	http://purl.obolibrary.org/obo/GO_0050995	negative regulation of lipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51422	https://www.ensembl.org/id/ENSG00000106617	http://purl.uniprot.org/uniprot/Q9UGJ0	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51422	https://www.ensembl.org/id/ENSG00000106617	http://purl.uniprot.org/uniprot/Q9UGJ0	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51422	https://www.ensembl.org/id/ENSG00000106617	http://purl.uniprot.org/uniprot/Q9UGJ0	http://purl.obolibrary.org/obo/GO_0006633	fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51422	https://www.ensembl.org/id/ENSG00000106617	http://purl.uniprot.org/uniprot/Q9UGJ0	http://purl.obolibrary.org/obo/GO_0019217	regulation of fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51422	https://www.ensembl.org/id/ENSG00000106617	http://purl.uniprot.org/uniprot/Q9UGJ0	http://purl.obolibrary.org/obo/GO_0046320	regulation of fatty acid oxidation	GO BP
http://www.ncbi.nlm.nih.gov/gene/51429	https://www.ensembl.org/id/ENSG00000130340	http://purl.uniprot.org/uniprot/Q9Y5X1	http://purl.obolibrary.org/obo/GO_0060988	lipid tube assembly	GO BP
http://www.ncbi.nlm.nih.gov/gene/51474	https://www.ensembl.org/id/ENSG00000050405	http://purl.uniprot.org/uniprot/Q9UHB6	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51474	https://www.ensembl.org/id/ENSG00000050405	http://purl.uniprot.org/uniprot/Q9UHB6	http://purl.obolibrary.org/obo/GO_0008203	cholesterol metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51474	https://www.ensembl.org/id/ENSG00000050405	http://purl.uniprot.org/uniprot/Q9UHB6	http://purl.obolibrary.org/obo/GO_0030299	intestinal cholesterol absorption	GO BP
http://www.ncbi.nlm.nih.gov/gene/51474	https://www.ensembl.org/id/ENSG00000050405	http://purl.uniprot.org/uniprot/Q9UHB6	http://purl.obolibrary.org/obo/GO_0042632	cholesterol homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/51478	https://www.ensembl.org/id/ENSG00000132196	http://purl.uniprot.org/uniprot/P56937	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51478	https://www.ensembl.org/id/ENSG00000132196	http://purl.uniprot.org/uniprot/P56937	http://purl.obolibrary.org/obo/GO_0006695	cholesterol biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51478	https://www.ensembl.org/id/ENSG00000132196	http://purl.uniprot.org/uniprot/P56937	http://purl.obolibrary.org/obo/GO_0033489	cholesterol biosynthetic process via desmosterol	GO BP
http://www.ncbi.nlm.nih.gov/gene/51478	https://www.ensembl.org/id/ENSG00000132196	http://purl.uniprot.org/uniprot/P56937	http://purl.obolibrary.org/obo/GO_0033490	cholesterol biosynthetic process via lathosterol	GO BP
http://www.ncbi.nlm.nih.gov/gene/51478	https://www.ensembl.org/id/ENSG00000132196	http://purl.uniprot.org/uniprot/P56937	https://identifiers.org/reactome/R-HSA-191273	Cholesterol biosynthesis	Reactome
http://www.ncbi.nlm.nih.gov/gene/51495	https://www.ensembl.org/id/ENSG00000074696	http://purl.uniprot.org/uniprot/Q9P035	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51495	https://www.ensembl.org/id/ENSG00000074696	http://purl.uniprot.org/uniprot/Q9P035	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51495	https://www.ensembl.org/id/ENSG00000074696	http://purl.uniprot.org/uniprot/Q9P035	http://purl.obolibrary.org/obo/GO_0006633	fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51495	https://www.ensembl.org/id/ENSG00000074696	http://purl.uniprot.org/uniprot/Q9P035	http://purl.obolibrary.org/obo/GO_0030497	fatty acid elongation	GO BP
http://www.ncbi.nlm.nih.gov/gene/51495	https://www.ensembl.org/id/ENSG00000074696	http://purl.uniprot.org/uniprot/Q9P035	http://purl.obolibrary.org/obo/GO_0042761	very long-chain fatty acid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51573	https://www.ensembl.org/id/ENSG00000006007	http://purl.uniprot.org/uniprot/Q9NZC3	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51573	https://www.ensembl.org/id/ENSG00000006007	http://purl.uniprot.org/uniprot/Q9NZC3	http://purl.obolibrary.org/obo/GO_0006644	phospholipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51573	https://www.ensembl.org/id/ENSG00000006007	http://purl.uniprot.org/uniprot/Q9NZC3	http://purl.obolibrary.org/obo/GO_0046475	glycerophospholipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/51573	https://www.ensembl.org/id/ENSG00000006007	http://purl.uniprot.org/uniprot/Q9NZC3	https://identifiers.org/reactome/R-HSA-6814848	Glycerophospholipid catabolism	Reactome
http://www.ncbi.nlm.nih.gov/gene/5168	https://www.ensembl.org/id/ENSG00000136960	http://purl.uniprot.org/uniprot/Q13822	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5168	https://www.ensembl.org/id/ENSG00000136960	http://purl.uniprot.org/uniprot/Q13822	http://purl.obolibrary.org/obo/GO_0009395	phospholipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5168	https://www.ensembl.org/id/ENSG00000136960	http://purl.uniprot.org/uniprot/Q13822	http://purl.obolibrary.org/obo/GO_0016042	lipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5168	https://www.ensembl.org/id/ENSG00000136960	http://purl.uniprot.org/uniprot/Q13822	http://purl.obolibrary.org/obo/GO_0030149	sphingolipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5287	https://www.ensembl.org/id/ENSG00000133056	http://purl.uniprot.org/uniprot/O00750	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5288	https://www.ensembl.org/id/ENSG00000139144	http://purl.uniprot.org/uniprot/O75747	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5291	https://www.ensembl.org/id/ENSG00000051382	http://purl.uniprot.org/uniprot/P42338	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5291	https://www.ensembl.org/id/ENSG00000051382	http://purl.uniprot.org/uniprot/P42338	https://identifiers.org/reactome/R-HSA-2029485	Role of phospholipids in phagocytosis	Reactome
http://www.ncbi.nlm.nih.gov/gene/5293	https://www.ensembl.org/id/ENSG00000171608	http://purl.uniprot.org/uniprot/O00329	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5298	https://www.ensembl.org/id/ENSG00000143393	http://purl.uniprot.org/uniprot/Q9UBF8	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5338	https://www.ensembl.org/id/ENSG00000129219	http://purl.uniprot.org/uniprot/O14939	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5338	https://www.ensembl.org/id/ENSG00000129219	http://purl.uniprot.org/uniprot/O14939	http://purl.obolibrary.org/obo/GO_0016042	lipid catabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5338	https://www.ensembl.org/id/ENSG00000129219	http://purl.uniprot.org/uniprot/O14939	https://identifiers.org/reactome/R-HSA-2029485	Role of phospholipids in phagocytosis	Reactome
http://www.ncbi.nlm.nih.gov/gene/5359	https://www.ensembl.org/id/ENSG00000188313	http://purl.uniprot.org/uniprot/O15162	http://purl.obolibrary.org/obo/GO_0006869	lipid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/5359	https://www.ensembl.org/id/ENSG00000188313	http://purl.uniprot.org/uniprot/O15162	http://purl.obolibrary.org/obo/GO_0017121	plasma membrane phospholipid scrambling	GO BP
http://www.ncbi.nlm.nih.gov/gene/5371	https://www.ensembl.org/id/ENSG00000140464	http://purl.uniprot.org/uniprot/P29590	http://purl.obolibrary.org/obo/GO_0032922	circadian regulation of gene expression	GO BP
http://www.ncbi.nlm.nih.gov/gene/5371	https://www.ensembl.org/id/ENSG00000140464	http://purl.uniprot.org/uniprot/P29590	http://purl.obolibrary.org/obo/GO_0042752	regulation of circadian rhythm	GO BP
http://www.ncbi.nlm.nih.gov/gene/5371	https://www.ensembl.org/id/ENSG00000140464	http://purl.uniprot.org/uniprot/P29590	http://purl.obolibrary.org/obo/GO_0043153	entrainment of circadian clock by photoperiod	GO BP
http://www.ncbi.nlm.nih.gov/gene/5447	https://www.ensembl.org/id/ENSG00000127948	http://purl.uniprot.org/uniprot/P16435	http://purl.obolibrary.org/obo/GO_0019395	fatty acid oxidation	GO BP
http://www.ncbi.nlm.nih.gov/gene/5465	https://www.ensembl.org/id/ENSG00000186951	http://purl.uniprot.org/uniprot/Q07869	http://purl.obolibrary.org/obo/GO_0006631	fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5465	https://www.ensembl.org/id/ENSG00000186951	http://purl.uniprot.org/uniprot/Q07869	http://purl.obolibrary.org/obo/GO_0010887	negative regulation of cholesterol storage	GO BP
http://www.ncbi.nlm.nih.gov/gene/5465	https://www.ensembl.org/id/ENSG00000186951	http://purl.uniprot.org/uniprot/Q07869	http://purl.obolibrary.org/obo/GO_0019217	regulation of fatty acid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5465	https://www.ensembl.org/id/ENSG00000186951	http://purl.uniprot.org/uniprot/Q07869	http://purl.obolibrary.org/obo/GO_0032000	positive regulation of fatty acid beta-oxidation	GO BP
http://www.ncbi.nlm.nih.gov/gene/5465	https://www.ensembl.org/id/ENSG00000186951	http://purl.uniprot.org/uniprot/Q07869	http://purl.obolibrary.org/obo/GO_0032922	circadian regulation of gene expression	GO BP
http://www.ncbi.nlm.nih.gov/gene/5465	https://www.ensembl.org/id/ENSG00000186951	http://purl.uniprot.org/uniprot/Q07869	http://purl.obolibrary.org/obo/GO_0042157	lipoprotein metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5465	https://www.ensembl.org/id/ENSG00000186951	http://purl.uniprot.org/uniprot/Q07869	http://purl.obolibrary.org/obo/GO_0042752	regulation of circadian rhythm	GO BP
http://www.ncbi.nlm.nih.gov/gene/5465	https://www.ensembl.org/id/ENSG00000186951	http://purl.uniprot.org/uniprot/Q07869	http://purl.obolibrary.org/obo/GO_0046321	positive regulation of fatty acid oxidation	GO BP
http://www.ncbi.nlm.nih.gov/gene/5465	https://www.ensembl.org/id/ENSG00000186951	http://purl.uniprot.org/uniprot/Q07869	http://purl.obolibrary.org/obo/GO_0046889	positive regulation of lipid biosynthetic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5465	https://www.ensembl.org/id/ENSG00000186951	http://purl.uniprot.org/uniprot/Q07869	http://purl.obolibrary.org/obo/GO_2000191	regulation of fatty acid transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/5465	https://www.ensembl.org/id/ENSG00000186951	http://purl.uniprot.org/uniprot/Q07869	https://identifiers.org/reactome/R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian expression	Reactome
http://www.ncbi.nlm.nih.gov/gene/5465	https://www.ensembl.org/id/ENSG00000186951	http://purl.uniprot.org/uniprot/Q07869	https://identifiers.org/reactome/R-HSA-400206	Regulation of lipid metabolism by PPARalpha	Reactome
http://www.ncbi.nlm.nih.gov/gene/5468	https://www.ensembl.org/id/ENSG00000132170	http://purl.uniprot.org/uniprot/P37231	http://purl.obolibrary.org/obo/GO_0010887	negative regulation of cholesterol storage	GO BP
http://www.ncbi.nlm.nih.gov/gene/5468	https://www.ensembl.org/id/ENSG00000132170	http://purl.uniprot.org/uniprot/P37231	http://purl.obolibrary.org/obo/GO_0010888	negative regulation of lipid storage	GO BP
http://www.ncbi.nlm.nih.gov/gene/5468	https://www.ensembl.org/id/ENSG00000132170	http://purl.uniprot.org/uniprot/P37231	http://purl.obolibrary.org/obo/GO_0033993	response to lipid	GO BP
http://www.ncbi.nlm.nih.gov/gene/5468	https://www.ensembl.org/id/ENSG00000132170	http://purl.uniprot.org/uniprot/P37231	http://purl.obolibrary.org/obo/GO_0042752	regulation of circadian rhythm	GO BP
http://www.ncbi.nlm.nih.gov/gene/5468	https://www.ensembl.org/id/ENSG00000132170	http://purl.uniprot.org/uniprot/P37231	http://purl.obolibrary.org/obo/GO_0045834	positive regulation of lipid metabolic process	GO BP
http://www.ncbi.nlm.nih.gov/gene/5468	https://www.ensembl.org/id/ENSG00000132170	http://purl.uniprot.org/uniprot/P37231	http://purl.obolibrary.org/obo/GO_0055088	lipid homeostasis	GO BP
http://www.ncbi.nlm.nih.gov/gene/5468	https://www.ensembl.org/id/ENSG00000132170	http://purl.uniprot.org/uniprot/P37231	http://purl.obolibrary.org/obo/GO_0071404	cellular response to low-density lipoprotein particle stimulus	GO BP
http://www.ncbi.nlm.nih.gov/gene/5468	https://www.ensembl.org/id/ENSG00000132170	http://purl.uniprot.org/uniprot/P37231	http://purl.obolibrary.org/obo/GO_0140077	positive regulation of lipoprotein transport	GO BP
http://www.ncbi.nlm.nih.gov/gene/5476	https://www.ensembl.org/id/ENSG00000064601	http://purl.uniprot.org/uniprot/P10619	https://identifiers.org/reactome/R-HSA-9840310	Glycosphingolipid catabolism	Reactome
http://www.ncbi.nlm.nih.gov/gene/5499	https://www.ensembl.org/id/ENSG00000172531	http://purl.uniprot.org/uniprot/P62136	http://purl.obolibrary.org/obo/GO_0032922	circadian regulation of gene expression	GO BP
http://www.ncbi.nlm.nih.gov/gene/5499	https://www.ensembl.org/id/ENSG00000172531	http://purl.uniprot.org/uniprot/P62136	http://purl.obolibrary.org/obo/GO_0042752	regulation of circadian rhythm	GO BP
